hash,result,filename,cadical_hack_gb,CaDiCaL_PriPro,CaDiCaL_PriPro_no_bin,CaDiCaL_rp,CaDiCaL_sc2021,Cadical_SCAVEL01,Cadical_SCAVEL02,CaDiCaL_Stability_HC,cadical_watch_sat,CleanMaple,CleanMaple_PriPro,cms_expV_gbL,hCaD,hCaD_psids,hKis,hKis_psids,hKis_unsat,kissat_bonus,kissat_cf,kissat_crvr_gb,kissat_gb,Kissat_MAB,Kissat_sc2021_default,Kissat_sc2021_sat,Kissat_sc2021_sweep,lstech_maple,Maple_MBDR_BJL6_Tier2,Maple_MBDR_BJL7_Local,Maple_MBDR_Cent_PERM_10K,Maple_MBDR_Cent_PERM_75K,Maple_simp21,MapleSSV,optsat_m21,optsat_R21,ParaFROST,ParaFROST_NoMDM,Relaxed_LCFTP,Relaxed_LCFTP_V2,Relaxed_LCFTP_V3,Relaxed_LCMDCBDL_BLB,Relaxed_LCMDCBDL_SCAVEL01,Relaxed_LCMDCBDL_SCAVEL02,SLIME_hess_no_rnd,SLIME_hess_rnd,SLIME_no_hess_no_rnd,SLIME_no_hess_rnd
66ab346df72c5effa292342037bc3909,unsat,snw_13_8_pre.cnf.xz,1751.17,1317.51,1303.42,1637.08,1559.95,1869.59,1892.91,1692.9,1490.92,timeout,timeout,1099.31,1397.94,1348.64,2099.63,2078.08,1991.26,1935.97,2058.26,2244.29,2017.92,2367.15,2075.1,2312.51,2222.23,1361.98,unverified,unverified,1204.63,1195.61,1133.44,1044.96,1452.61,1249.84,2063.68,1956.69,1480.27,1539.19,1506.85,1092.54,1472.24,1334.6,1385.35,1357.5,1393.48,1349.38
67133027ab55906e3b757148ca7011dd,sat,snw_16_9_Encpre.cnf.xz,1310.8,timeout,timeout,timeout,4514.77,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1510.9,timeout,2931.16,timeout,538.595,timeout,3394.37,2492.97,4550.4,1701.04,timeout,timeout,timeout,timeout,timeout,4779.18,timeout,timeout,timeout,timeout,timeout,3490.84,timeout,timeout,timeout,timeout,timeout,timeout,2536.49,4185.47,timeout,timeout,timeout,timeout
67527c9e506ffa65596f017547164a49,unsat,dist10.c.cnf.xz,114.513,103.353,105.621,100.974,108.735,118.763,117.306,114.39,117.349,1333.17,1408.69,147.178,122.436,111.597,85.8637,105.987,93.6957,95.9296,94.5621,95.2426,86.686,118.51,86.8183,107.081,91.9416,230.611,unverified,unverified,300.912,297.968,256.068,185.892,201.347,225.692,136.62,140.065,289.345,317.12,290.873,229.936,199.387,258.671,240.962,254.274,266.654,251.019
67df7bd97e841395a4c75281423986cf,sat,ktf_TF-6.tf_4_0.06_77.cnf.xz,568.208,2325.2,2271.69,133.15,132.858,2482.09,3607.8,timeout,131.677,timeout,timeout,2139.09,59.2286,timeout,1367.93,timeout,841.299,2020.07,35.8219,421.588,705.146,89.8653,1533.45,824.492,1549.26,244.142,240.954,203.646,520.97,513.926,3603.07,timeout,660.663,timeout,1079.49,38.8244,581.02,202.22,251.236,1114.84,42.1949,327.916,337.568,204.692,382.343,140.106
68cd50e5bfe00ca94867aa0dcf44055c,unsat,satch2ways15wu.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2744.12,702.968,3959,3709.6,2977.98,2781.9,2693.3,timeout,2572.71,1685.73,3216.46,3929.73,unverified,unverified,timeout,timeout,timeout,timeout,timeout,timeout,590.927,3524.86,timeout,timeout,timeout,timeout,4968.33,timeout,4037.9,timeout,timeout,timeout
68dc114bb8e479d8cc81faed8b2fceb5,sat,Kakuro-easy-156-ext.xml.hg_7.cnf.xz,981.626,383.175,382.97,508.237,425.374,1096.06,852.334,478.502,1057.86,1537.29,2515.44,491.684,831.397,2509.27,143.897,1674.95,219.232,4247.18,76.5037,289.263,201.669,132.147,510.181,270.585,241.982,190.144,369.393,367.896,408.885,399.657,256.173,528.186,392.37,275.647,392.576,638.063,634.465,361.064,587.489,509.071,442.978,399.149,454.447,396.81,445.204,576.679
6928072ce36429a1c094d89d333488a6,sat,erin2_0x0-379.cnf.xz,1807.69,557.327,518.295,1743.18,1849.96,2797.79,1261.25,2111.97,675.894,2701.55,timeout,874.524,703.078,860.185,724.892,1953.03,3176.76,796.536,203.083,1157.39,980.201,1328.71,2873.76,1109.79,2176.65,469.068,703.467,122.246,1045.51,1042.55,432.711,685.504,1759.24,2194.03,1823.21,2362.93,148.106,859.443,721.956,1310.43,33.3172,236.658,1025.71,610.398,1494.93,858.106
69b0601bae0398d5a96942f725708fc3,unsat,20-100-p100-55_unsat.cnf.xz,2061.99,1516.73,1523.56,2336.02,1591.1,2193.49,2352.35,2414.34,2518.82,timeout,timeout,3143.9,3164.45,1455.09,3658.7,2585.55,2411.51,1389.71,3307.22,3422.99,2602.21,2430.28,2758.38,timeout,2832.93,3239.41,unverified,unverified,2776.59,2775.36,3748.96,3372.54,3314.62,3233.05,3934.59,3552.9,4013.61,timeout,timeout,3548.5,2805.62,3449.97,4394,3259.61,3598.74,3117.87
6a3cc897a1b02977a34988536d887280,sat,sted12a_0x1e1-67.cnf.xz,timeout,1121.53,1136.33,timeout,timeout,timeout,2370.18,timeout,timeout,timeout,timeout,timeout,timeout,12.9032,timeout,timeout,334.264,timeout,timeout,1906.37,timeout,874.949,timeout,timeout,timeout,timeout,1656.65,timeout,timeout,timeout,timeout,timeout,2816.72,timeout,2066.07,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,315.047,timeout
6b1d903a4f4178e0b3bb7dc2c8a98be6,unsat,puzzle37_unsat.cnf.xz,521.576,timeout,timeout,533.018,1054.95,timeout,timeout,3474.95,timeout,timeout,timeout,timeout,timeout,781.757,timeout,3977.04,timeout,timeout,timeout,timeout,timeout,timeout,4303.16,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4539.83,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2168.85,timeout,2168.81,timeout
6b4c426e44beb04af5cfe1c84a6390fb,sat,Circuit_multiplier33.cnf.xz,176.369,65.0243,64.4378,129.85,92.541,77.049,479.596,78.7811,80.9079,581.597,2516.63,133.922,123.071,82.2917,136.654,165.602,113.866,347.254,78.4744,168.293,295.826,220.03,80.1725,135.849,168.153,345.93,296.846,303.579,240.816,471.275,138.19,115.387,144.307,138.43,251.73,17.6181,397.371,738.04,400.362,112.936,138.343,2443.53,312.55,455.924,223.869,230.02
6b6dd0a8429c4ac10d5a662f8d3fed95,sat,HCP-446-60.cnf.xz,592.352,526.544,519.193,611.391,602.756,418.515,1010.72,709.944,506.814,timeout,timeout,1490.97,353.937,576.422,51.7991,1045.82,777.223,552.018,285.514,234.23,51.3083,635.858,1064.22,2447.08,908.029,294.276,894.895,416.634,570.89,560.089,571.514,2073.19,799.475,247.935,915.951,631.087,428.09,545.12,1149.95,777.965,537.216,486.353,534.454,517.424,286.066,294.129
6c34b7032712e16b08d97a0449d610e2,sat,puzzle30_sat.cnf.xz,80.9023,522.542,512.538,468.245,715.019,173.52,775.656,675.994,208.551,timeout,1278.01,timeout,164.589,95.9709,269.867,496.464,247.864,1080.84,644.297,1076.18,979.727,630.119,168.294,347.955,897.279,4149.4,timeout,3959.22,359.05,517.592,750.994,timeout,4944.49,timeout,514.213,343.999,4067.41,634.188,1865.42,1295.42,2928.9,592.062,2027.08,1604.95,684.215,771.793
6d2916a0453dcc757ce187fe29c863aa,unsat,blocks-blocks-37-1.120-NOTKNOWN.cnf.xz,199.771,176.185,175.77,227.068,163.931,215.714,205.439,255.353,258.496,timeout,1741.61,84.9757,140.102,234.559,71.3061,78.227,96.4385,70.3914,105.586,92.6077,73.2065,92.6183,91.2276,99.8638,84.2244,192.059,unverified,unverified,285.467,280.971,111.856,392.034,115.935,108.372,160.304,157.508,243.303,347.786,821.373,317.37,349.07,246.441,376.289,393.7,370.418,289.216
6e297bdb1c3f957f6333c37804805ecb,unsat,spg_200_301.cnf.xz,94.0291,90.8147,90.6574,211.136,647.345,263.82,346.653,705.805,240.109,1800.64,timeout,863.497,94.671,70.891,32.4062,88.0591,22.0737,28.9958,53.4947,40.6659,565.898,78.4962,35.8966,31.196,36.5974,63.0221,unverified,timeout,135.28,134.78,142.504,84.8398,143.687,118.258,50.7752,49.7227,176.394,204.874,226.24,51.93,160.603,156.686,98.469,94.1401,113.245,505.197
6fbed10d0ff5bea497d26c08ad2f8009,sat,scc_1213_40_10_3.apx_0.cnf.xz,154.685,764.697,789.933,194.982,437.633,670.045,18.5113,443.236,44.6648,timeout,timeout,1409.65,765.31,18.8966,703.527,527.408,22.2791,145.708,189.33,49.3465,194.909,61.1401,54.007,26.7981,35.6218,702.569,1883.81,968.326,450.39,447.017,527.842,2260.55,531.726,1192.75,156.939,132.178,2219.22,2393.95,1656.76,860.554,941.477,462.126,978.481,762.795,929.97,758.947
7029fb4ec7af44f5962539a33e55645e,unsat,bvsub_08985.smt2.cnf.xz,576.397,675.485,681.24,1528.81,551.443,501.712,487.984,497.269,304.551,timeout,1748.5,785.419,1121.62,404.409,272.267,706.429,380.928,668.452,434.092,431.011,382.739,396.481,421.228,267.728,364.563,1139.51,unverified,unverified,727.637,732.571,720.832,1029.67,658.882,660.824,272.73,378.604,719.741,550.72,515.713,983.39,839.785,677.969,1055.51,851.318,881.233,1071.17
7042dbc5432e4d78f81ec4041e10a387,sat,mp1-blockpuzzle_9x9_s1_free8.cnf.xz,4573.27,1013.07,997.504,742.546,326.431,1597.41,1447.66,timeout,3785.58,timeout,timeout,25.9028,1002.16,2296.18,timeout,timeout,timeout,2257.13,timeout,timeout,3669.49,1229.24,timeout,timeout,timeout,123.847,305.55,535.687,305.429,297.881,timeout,timeout,196.486,timeout,2374.5,1638.26,243.5,624.084,858.954,1158.36,591.895,238.761,267.305,701.366,444.228,167.958
7083b70c1976162e2693d7a493717ffd,sat,battleship-14-26-sat.cnf.xz,1890.89,237.214,236.474,1382.3,3.93754,0.06141,0.063446,1543.63,367.615,timeout,timeout,18.2525,297.358,424.318,9.81326,72.7052,480.479,1487.64,195.855,106.084,205.884,173.136,31.6348,1.05393,31.445,0.008102,0.013542,0.013575,1.02922,1.04304,timeout,2860.01,1312.14,timeout,92.258,116.819,0.013363,0.013419,0.013301,0.01378,0.013416,0.028155,0.062536,0.034385,0.034463,0.049038
70903c09156674cc1b0c35794cfe3d06,unsat,20-100-lambda100-14_unsat.cnf.xz,84.3969,56.7992,56.8001,82.3694,67.9361,69.8185,81.5066,84.6111,67.7643,808.542,972.916,172.448,82.7559,68.94,124.562,91.0929,99.9875,104.546,107.014,107.154,125.795,70.8919,83.9294,152.629,88.2292,129.623,unverified,unverified,221.114,234.055,82.5489,94.4303,109.301,81.2344,134.979,151.261,101.083,100.821,90.9895,114.405,97.9194,97.5634,91.1602,88.5354,85.2003,88.6966
715f24a25c666b1a4c9991b16b880ea6,sat,HCP-506-60.cnf.xz,65.7818,51.8953,52.426,306.261,72.814,49.316,79.9889,54.0163,46.3867,457.962,865.098,257.725,77.6501,152.84,64.2829,180.977,104.159,74.4539,122.355,67.5927,46.1433,73.6572,143,274.747,155.54,954.241,1665.92,2369.21,107.651,106.059,156.253,timeout,370.984,156.602,131.211,94.7467,2080.15,2411.2,193.521,192.078,115.382,276.259,1116.4,1080.1,2435.9,121.225
71f0b3190b8b37d31e4e800e749336da,unknown,quad_res_r34_m36.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
747955bb7addf0fb6fe4d465a9cbd035,unsat,randomG-B-Mix-n15-d05.cnf.xz,62.5562,67.5599,67.3442,64.6911,140.135,55.6755,282.632,54.2662,56.2693,559.928,461.768,81.5234,85.6724,67.3714,230.574,189.155,119.658,167.967,223.072,227.49,206.224,154.966,131.228,144.293,134.744,107.676,unverified,unverified,125.276,129.558,115.2,77.409,117.039,117.532,86.6883,75.8024,137.515,130.482,139.348,98.6594,105.491,419.412,134.073,145.694,142.376,144.631
74acaa627ddc5fdab40d62172f56a827,unsat,snw_13_8_pre-sc2016.cnf.xz,1649.03,1369.2,1420.43,1445.99,1662.76,1690,1801.36,1805.83,1744.26,timeout,timeout,1197.39,1432.5,1316.42,2273.97,2003.25,2228.97,2133.11,2418.63,2010.98,1852.48,2458.26,1985.82,2267.9,1983.86,1296.35,unverified,unverified,1270.24,1233.94,1192.12,1051.44,1575.87,1342.59,2281.92,2180.89,1485.4,1664.3,1569.23,1249.36,1247.31,1253.56,1427.85,1391.56,1393.5,1438.23
772102b16ea3acaf7b516714b146b6ca,unsat,13pipe_k.cnf.xz,timeout,4012.11,4004.63,3095.14,timeout,4243.18,timeout,4868.23,4731.18,timeout,timeout,timeout,timeout,1448.41,timeout,1268.17,1639.85,654.153,timeout,4268.43,timeout,1228.74,timeout,timeout,timeout,timeout,unverified,timeout,timeout,timeout,timeout,3691.04,4119.14,timeout,2029.08,1989.58,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
77a0ff05f77e03cfe3261b41143edaa3,unsat,dist4.c.cnf.xz,105.115,109.163,108.428,110.591,98.1712,128.875,107.264,112.22,97.6535,1206.25,1347.28,144.646,113.808,104.954,86.6548,103.737,98.4132,94.1859,81.998,96.1771,84.1536,110.574,90.7905,unverified,100.904,222.986,unverified,unverified,266.419,263.75,226.854,165.043,205.818,215.664,129.678,133.628,252.695,254.32,256.135,212.63,201.222,203.334,238.724,228.579,250.997,248.555
77b103479539a71c9fe27ac5333eea89,unsat,huck.col.11.cnf.xz,2.0234,2.50499,2.50333,2.82163,111.54,17.4947,295.783,3.00051,2.14033,738.996,728.409,26.928,3.29861,2.19363,10.6865,15.6707,4.73508,2.69361,14.1649,6.84916,12.3858,5.40024,109.209,129.304,109.263,146.368,unverified,unverified,151.024,238.661,206.06,123.886,212.018,206.005,189.635,166.872,197.807,316.93,207.869,94.0318,241.758,658.844,233.896,150.533,213.79,271.78
7853e2d2e64015f2aa08678e5c43a339,sat,vlsat2_702_14170.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,67.3998,timeout,timeout,202.85,1005.82,timeout,587.745,1221.98,17.3614,668.059,135.241,270.751,1020.9,945.405,146.571,1005.04,1021.82,1022.78,1021.25,576.896,timeout,568.079,timeout,timeout,timeout,618.753,623.347,621.76,935.304,255.929,772.912,514.453,690.188,613.421,607.028
78b4757f584ac49ad29c072fc02fabb2,sat,ktf_TF-1.tf_4_0.06_101.cnf.xz,timeout,timeout,timeout,19.8677,157.716,61.193,72.4249,904.342,184.311,timeout,timeout,58.762,680.787,timeout,346.968,579.162,342.747,767.63,25.332,185.876,34.0897,20.551,165.406,124.245,174.991,0.794806,0.958363,0.952181,151.122,151.073,177.279,timeout,821.952,2686.97,212.724,381.506,0.939401,0.940159,0.942671,0.943172,0.945191,0.938852,0.908896,0.901885,0.903257,0.903396
790152d13323c14a7a1f0759ae3b5c28,unsat,mp1-bsat210-739.cnf.xz,4023.27,1710.27,1675.35,4919.35,3988.17,timeout,timeout,timeout,4023.61,2179.78,774.748,1127.67,4543.73,timeout,4856.39,timeout,3267.41,2596.57,3420.95,4471.59,3767.09,timeout,4041.3,4225.5,4034.86,1127.93,unverified,unverified,1310.93,1263.35,929.562,427.795,960.607,939.129,timeout,timeout,1534.82,2162.15,1441.39,395.174,1263.65,1865.1,1106.22,1250.33,942.652,1064.01
79c0df739ce3d7895fc546a69dca4f3e,sat,pb_300_05_lb_16.cnf.xz,366.167,420.246,398.597,384.718,92.3523,290.648,331.283,316.695,317.812,268.249,952.682,180.996,33.6887,306.381,166.791,1633.35,371.387,3924.11,323.204,303.62,12.3991,171.442,61.3525,144.465,63.1664,79.8769,175.634,77.3162,78.2394,78.4633,65.2505,157.175,192.578,183.517,183.092,169.568,253.091,175.681,161.868,118.659,227.088,194.136,205.162,213.856,204.341,233.496
79d2eae74f2b790d821578d9b7f675c0,unsat,Mycielski-10-hints-6.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
7a044c997ede14d00002f1db39d45170,sat,sum_of_3_cubes_37_bits_87.cnf.xz,1560.56,44.2595,43.9904,409.22,926.99,2341.75,257.664,2220.39,374.391,timeout,timeout,2808.29,875.45,1761.8,405.748,3065.64,1172.52,1387.85,167.643,2110.46,1390.19,2406.7,2056.56,1120.67,1563.03,189.878,636.319,1401.9,2133.7,123.967,259.391,101.512,1547.33,1215.69,3542.73,1551.71,3459.66,1783.93,2346.73,1883.81,127.691,1545.38,207.34,4475.97,3035.38,1795
7ad04c4bd69b985c6568ecb0e49e0c59,sat,ktf_TF-8.tf_4_0.06_109.cnf.xz,timeout,796.18,805.777,298.61,20.5736,3252.02,3671.31,266.749,3028.7,timeout,timeout,timeout,394.824,timeout,923.741,timeout,673.723,timeout,772.178,240.03,140.943,1489.41,720.808,1764.94,737.839,24.0881,403.71,178.071,320.381,323.026,timeout,timeout,timeout,1078.36,359.059,246.371,188.633,177.345,133.376,1031.23,315.417,182.784,193.522,140.315,459.426,147.523
7adc1ade3384505af00ff8f7be23f5bd,sat,ex175_20.cnf.xz,736.707,1676.51,1673.93,831.969,618.09,716.068,1089.4,331.355,762.297,1974.51,1819.16,627.239,211.685,3752.79,115.798,1651.08,340.805,1305.82,40.904,54.0916,28.5995,289.471,250.087,184.77,404.347,126.463,624.202,1359.48,317.833,313.946,260.812,313.106,263.395,281.62,415.36,708.605,433.559,553.365,330.683,1162.77,946.738,237.477,607.069,532.727,525.973,816.499
7c701181500b379f02aa3e050d6f5144,unsat,MVD_ADS_S6_6_6.cnf.xz,1.59129,2.37707,2.40492,1.60739,1.67059,398.175,4688.51,1.73499,1.95938,timeout,timeout,2.35065,2.15184,1.76905,1.59227,1.18807,1.56779,1.63352,1.59151,1.44291,1.33432,1.39552,3.8647,2.67843,3.96218,996.187,996.236,998.084,1198.1,1200.55,950.269,998.005,952.765,931.929,110.931,102.497,1048.32,1034.9,1040.32,979.253,993.442,timeout,1039.08,1043.28,1050.75,1053.86
7df8389c5b329a2e118a50a94c254e7d,sat,blocks-blocks-36-0.180-SAT.cnf.xz,3967.14,2535.12,2555.69,timeout,589.81,4230,536.393,1594.55,timeout,2288.01,4104.3,487.167,313.527,timeout,466.936,111.349,425.691,411.742,80.8576,188.175,547.677,167.115,297.853,163.062,284.519,186.868,557.392,454.142,452.784,445.08,129.866,291.618,132.206,81.944,3252.14,3799.47,488.783,495.035,461.046,429.268,461.773,224.532,388.607,354.704,386.597,347.68
7e36c51e4ba07b5d291864732d105a36,unsat,Mycielski-10-hints-9.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
7eb9c20f8abef093eeb2bcd69e709b95,unsat,string_compare_safety_cbmc_unwinding_600.cnf.xz,549.145,505.94,503.716,572.663,749.431,611.265,847.501,665.37,596.073,timeout,timeout,1726.54,588.823,526.139,676.165,795.807,611.099,572.038,758.188,759.555,726.866,768.112,1085.92,1294.59,1079.74,1322.35,unverified,unverified,1833.19,1896.47,1517.62,2601.34,1455.56,1384.5,1515.12,1475.64,1760.61,2338.51,2309.3,2946.98,1997.01,1862.92,2442.4,2591.76,2512.02,2702.91
7ecf9c45c29d706fd0020fbf177e6809,unsat,Mycielski-10-hints-10.cnf.xz,125.293,100.924,103.892,125.395,93.5509,132.52,257.962,128.352,114.983,491.016,673.128,105.558,120.617,110.292,94.5498,117.436,96.4183,109.158,102.222,106.116,101.946,122.77,88.4912,75.592,99.1738,94.4347,unverified,unverified,81.5592,81.6975,68.4596,77.669,65.2745,67.4922,114.152,116.873,86.8804,68.2804,66.7401,72.9753,100.419,72.5366,85.5444,103.957,91.8187,66.7789
7efdf72de31fa82aeceb7acbc29a59bf,sat,vlsat2_113_1150.cnf.xz,12.7849,486.03,484.48,2060.11,timeout,4376.15,121.656,228.884,271.338,431.504,timeout,14.3593,1674.66,306.479,0.672289,11.7893,14.081,0.655768,0.69695,0.586104,0.598172,11.0943,428.058,286.093,680.134,10.5468,36.3656,36.6223,37.1869,36.8107,1030.82,timeout,1186.96,30.6431,336.701,8.57881,1306.01,1267.2,1269.15,1045.17,38.6639,1178.55,8.1015,8.11306,8.13126,8.10892
7f3b49026cf0ec9d2d76b0d9b2c61f8e,sat,HCP-424-60.cnf.xz,708.856,549.14,549.137,671.473,665.777,688.139,698.58,763.547,582.688,timeout,timeout,1268.17,95.0506,715.985,495.308,1203.5,770.405,679.616,525.059,171.921,905.879,679.845,1084.79,826.549,1179.63,306.145,686.96,399.256,470.813,471.137,542.012,1671.79,592.604,541.178,985.157,727.586,1250.45,1180.56,367.353,956.503,1784.95,563.2,1248.02,555.829,554.282,722.487
81392be4e5fc7aa2232c1f460321e0c6,unsat,string_compare_safety_cbmc_unwinding_680.cnf.xz,887.422,794.782,771.376,998.733,1028.53,886.647,1068.41,934.582,778.737,timeout,timeout,2021.91,840.98,755.81,921.844,1145.18,774.517,686.706,1045.82,824.82,1133.95,1140.63,1368.76,1652.1,1149.33,1621.56,unverified,unverified,2493.8,2543.44,1881.66,3159.71,1652.09,1560.4,3052.27,2713.59,2952.35,3102.26,2324.79,3973.1,2107.86,2534.37,3001.45,3127.36,3086.52,3077.21
8175dacde2d6517a91c1912847a34006,sat,IBM_FV_2004_rule_batch_30_SAT_dat.k75.cnf.xz,287.989,261.018,274.459,252.245,770.678,214.144,927.337,283.404,173.94,2546.58,562.209,306.802,986.598,1470.23,483.695,907.9,299.26,1196.19,1804.14,223.817,945.353,123.044,1136.43,80.9979,49.1114,1303.54,2067.32,113.901,181.447,183.122,79.2537,978.476,1359.06,750.637,50.9258,168.601,1908.54,400.792,112.414,776.335,220.42,429.182,816.73,104.572,323.712,1374.69
81bced94e5f672f0bb0bab7dd298d11c,sat,toughsat_factoring_895s.cnf.xz,688.83,99.0616,97.869,774.401,330.134,137.271,793.705,345.48,114.252,1872.42,1051.12,140.437,213.822,118.944,287.625,556.133,52.3787,316.666,236.88,153.007,211.743,383.143,385.657,31.5446,126.275,129.727,579.138,463.957,177.541,170.969,428.972,60.0687,426.186,490.076,161.219,102.907,177.734,162.47,27.5038,143.211,731.874,767.633,26.5116,131.908,26.5685,123.663
8226a866770c4e3da127e54ca0dbd496,sat,SC21_Timetable_C_466_E_62_Cl_31_S_30.cnf.xz,230.256,1175.58,1174.36,77.1272,193.652,208.141,113.603,3897.19,1392.22,526.37,650.533,213.005,159.265,timeout,308.028,timeout,timeout,timeout,366.548,159.127,282.005,336.682,247.339,242.079,251.458,101.866,148.753,136.997,147.243,145.245,165.879,149.973,167.632,163.359,105.661,106.738,139.159,144.579,138.445,87.3432,203.264,147.994,435.091,208.44,219.192,216.717
82468689404a6a420a2947500c7c4787,sat,Circuit_multiplier36.cnf.xz,679.839,3224.2,3225.51,timeout,timeout,timeout,timeout,1428.2,timeout,1332.93,timeout,timeout,timeout,timeout,876.728,timeout,3384.68,3830.49,timeout,timeout,1646.88,4483.12,3253.39,3208.81,timeout,timeout,1925.04,3912.36,timeout,timeout,3724.72,timeout,timeout,timeout,1209.39,timeout,timeout,timeout,4783.9,timeout,1116.07,timeout,timeout,timeout,timeout,timeout
82c08db7bcd7fabf2b08e8f10937af3e,unsat,bvsmod_18.smt2.cnf.xz,4350.83,2897.8,2943.04,4557.82,4973.12,4114.07,timeout,4084.19,3206.66,timeout,timeout,timeout,timeout,4454.74,timeout,4005.63,3370.89,2153.67,timeout,timeout,timeout,4773.96,3180.22,timeout,3331.74,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4635.95,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
82cad197a0b7919f1f51ec51f7267e6f,unsat,ex095_8.cnf.xz,3489.9,3559.23,3744.7,3514.69,2976.06,3644.08,4359.95,4128.23,3735.25,timeout,timeout,timeout,2615.09,2758.83,3166.47,4287.42,4985.83,3414.04,3967.32,3468.48,4214.67,4642.7,4100.68,4847.01,3992.57,4873.87,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
8390dca257561c53bf4eb6e158a2285f,sat,mp1-klieber2017s-0490-024-t12.cnf.xz,47.7014,289.737,264.724,674.074,858.496,781.022,509.75,219.498,48.255,849.817,1125.84,485.43,254.535,45.9239,455.562,71.8393,426.125,218.741,49.9457,215.557,356.767,421.25,103.776,548.684,389.651,377.221,428.707,373.692,188.224,109.008,296.834,291.488,265.044,278.909,269.885,400.77,62.3616,28.5548,173.845,221.515,358.876,120.695,16.732,159.522,16.6345,123.757
85088d2b8de94d088631498f619c1bd6,sat,sum_of_3_cubes_52_bits_39.cnf.xz,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
85ba26d796de9ad740ce5a6813488fbc,sat,sted2_0x1e3-216.cnf.xz,697.951,2357.19,2365.79,2919.44,453.903,3240.92,129.68,3207.5,3287.31,1258.01,845.76,1042.75,70.1085,1875.23,632.783,2627.04,2245.84,2067.72,16.8662,919.552,102.484,327.68,1080.66,489.306,637.066,1138.7,1212.85,312.119,786.12,780.862,984.983,186.759,1268.15,1134.96,1122.23,635.169,1402.74,976.895,1032.85,949.318,999.401,907.303,1257.86,714.665,107.24,1044.65
86173292a2c6a506acf27a81db853bb5,sat,ktf_TF-7.tf_3_0.06_113.cnf.xz,130.143,19.1256,19.085,183.211,17.878,217.045,25.8109,50.187,182.269,timeout,timeout,70.9388,27.6284,timeout,0.327738,45.8672,20.0488,18.9477,5.00176,16.4826,4.22981,15.5663,63.4414,45.3205,66.392,0.97903,1.44112,1.44213,151.653,151.63,226.404,3615.14,288.761,364.653,56.8494,80.0906,1.45037,1.45025,1.4446,1.49674,1.42466,1.3771,1.41802,1.40769,1.41806,1.41385
86f1d4b3e7609f8a9ce8ac2a0a7aaa96,sat,size_5_5_5_i223_r12.cnf.xz,297.117,1405.57,1404.91,timeout,2485.82,455.731,1493.87,398.488,1642.29,586.989,timeout,722.139,109.538,1669.29,31.2073,2108.33,54.5743,2617.91,32.6385,33.3564,231.87,367.536,573.965,497.329,567.658,40.6162,300.466,563.562,433.542,224.41,367.576,1188.89,403.711,515.199,391.381,99.9842,596.838,225.632,1216.96,384.713,43.231,4632.32,333.437,257.405,1927.02,90.162
